filename,population_size,elite_size,mutatants_size,crossover_probability,restart_generations,restart_strategy,seed,objective_value,time_elapsed,stop_time,best_value
training/05-myciel5.txt,100,0.25,0.20,0.80,100,1,3,2212,0.548123,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,100,1,4,2212,0.548154,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,50,2,0,2212,0.548992,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,50,2,1,2212,0.548631,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,50,2,2,2212,0.548586,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,50,2,3,2212,0.548762,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,50,2,4,2212,0.548136,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,100,2,0,2212,0.548175,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,100,2,1,2212,0.548468,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,100,2,2,2212,0.549075,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,100,2,3,2212,0.548645,0.548,2212
training/05-myciel5.txt,100,0.25,0.20,0.80,100,2,4,2212,0.548314,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,1,0,2212,0.54885,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,1,1,2212,0.548407,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,1,2,2212,0.548212,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,1,3,2212,0.54911,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,1,4,2212,0.548701,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,1,0,2212,0.551117,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,1,1,2212,0.548975,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,1,2,2212,0.550254,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,1,3,2212,0.54877,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,1,4,2212,0.551134,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,2,0,2212,0.550155,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,2,1,2212,0.548625,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,2,2,2212,0.549784,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,2,3,2212,0.550712,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,50,2,4,2212,0.549313,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,2,0,2212,0.548421,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,2,1,2212,0.54802,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,2,2,2212,0.54944,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,2,3,2212,0.549521,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.70,100,2,4,2212,0.548579,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,1,0,2212,0.548692,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,1,1,2212,0.548322,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,1,2,2212,0.5483,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,1,3,2212,0.549578,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,1,4,2212,0.548818,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,1,0,2212,0.548896,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,1,1,2212,0.549602,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,1,2,2212,0.548655,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,1,3,2212,0.548269,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,1,4,2212,0.548161,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,2,0,2212,0.549159,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,2,1,2212,0.548039,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,2,2,2212,0.54862,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,2,3,2212,0.549442,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,50,2,4,2212,0.548387,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,2,0,2212,0.54935,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,2,1,2212,0.548412,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,2,2,2212,0.549063,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,2,3,2212,0.548629,0.548,2212
training/05-myciel5.txt,150,0.20,0.10,0.80,100,2,4,2212,0.548241,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,1,0,2212,0.549684,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,1,1,2212,0.548409,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,1,2,2212,0.548528,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,1,3,2212,0.548996,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,1,4,2212,0.549571,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,1,0,2212,0.551131,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,1,1,2212,0.549564,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,1,2,2212,0.548078,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,1,3,2212,0.548216,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,1,4,2212,0.550366,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,2,0,2212,0.549334,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,2,1,2212,0.550996,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,2,2,2212,0.549905,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,2,3,2212,0.550284,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,50,2,4,2212,0.551087,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,2,0,2212,0.548948,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,2,1,2212,0.548454,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,2,2,2212,0.548963,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,2,3,2212,0.548093,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.70,100,2,4,2212,0.54806,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,1,0,2212,0.54902,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,1,1,2212,0.550089,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,1,2,2212,0.549359,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,1,3,2212,0.549575,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,1,4,2212,0.548105,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,1,0,2212,0.548712,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,1,1,2212,0.548327,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,1,2,2212,0.548305,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,1,3,2212,0.548473,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,1,4,2212,0.548165,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,2,0,2212,0.551833,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,2,1,2212,0.548444,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,2,2,2212,0.549231,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,2,3,2212,0.5488,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,50,2,4,2212,0.548769,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,2,0,2212,0.548573,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,2,1,2212,0.54903,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,2,2,2212,0.549297,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,2,3,2212,0.548554,0.548,2212
training/05-myciel5.txt,150,0.20,0.20,0.80,100,2,4,2212,0.548134,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,1,0,2212,0.549662,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,1,1,2212,0.549734,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,1,2,2212,0.548048,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,1,3,2212,0.548997,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,1,4,2212,0.548668,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,1,0,2212,0.549395,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,1,1,2212,0.54929,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,1,2,2212,0.54877,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,1,3,2212,0.548716,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,1,4,2212,0.549246,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,2,0,2212,0.549424,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,2,1,2212,0.549293,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,2,2,2212,0.549305,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,2,3,2212,0.548375,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,50,2,4,2212,0.548715,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,2,0,2212,0.548174,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,2,1,2212,0.548232,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,2,2,2212,0.548066,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,2,3,2212,0.548542,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.70,100,2,4,2212,0.548686,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,1,0,2212,0.548689,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,1,1,2212,0.549012,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,1,2,2212,0.54803,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,1,3,2212,0.549013,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,1,4,2212,0.549686,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,1,0,2212,0.548818,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,1,1,2212,0.548436,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,1,2,2212,0.549277,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,1,3,2212,0.548651,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,1,4,2212,0.548603,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,2,0,2212,0.548298,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,2,1,2212,0.548986,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,2,2,2212,0.54928,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,2,3,2212,0.549187,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,50,2,4,2212,0.550933,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,2,0,2212,0.548102,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,2,1,2212,0.549057,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,2,2,2212,0.548263,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,2,3,2212,0.548594,0.548,2212
training/05-myciel5.txt,150,0.25,0.10,0.80,100,2,4,2212,0.548043,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,1,0,2212,0.548778,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,1,1,2212,0.548154,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,1,2,2212,0.55137,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,1,3,2212,0.548597,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,1,4,2212,0.548188,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,1,0,2212,0.549048,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,1,1,2212,0.549246,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,1,2,2212,0.548998,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,1,3,2212,0.549069,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,1,4,2212,0.548419,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,2,0,2212,0.548671,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,2,1,2212,0.549361,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,2,2,2212,0.549338,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,2,3,2212,0.549434,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,50,2,4,2212,0.548886,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,2,0,2212,0.548129,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,2,1,2212,0.548717,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,2,2,2212,0.548675,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,2,3,2212,0.548624,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.70,100,2,4,2212,0.548661,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,1,0,2212,0.549271,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,1,1,2212,0.548792,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,1,2,2212,0.549335,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,1,3,2212,0.549531,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,1,4,2212,0.549432,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,1,0,2212,0.549628,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,1,1,2212,0.549139,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,1,2,2212,0.548482,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,1,3,2212,0.548763,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,1,4,2212,0.549531,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,2,0,2212,0.548935,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,2,1,2212,0.549628,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,2,2,2212,0.548308,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,2,3,2212,0.549019,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,50,2,4,2212,0.548403,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,2,0,2212,0.548608,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,2,1,2212,0.548878,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,2,2,2212,0.548639,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,2,3,2212,0.549368,0.548,2212
training/05-myciel5.txt,150,0.25,0.20,0.80,100,2,4,2212,0.548207,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,1,0,2212,0.548763,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,1,1,2212,0.548632,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,1,2,2212,0.548059,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,1,3,2212,0.548959,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,1,4,2212,0.548937,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,1,0,2212,0.549805,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,1,1,2212,0.549082,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,1,2,2212,0.548496,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,1,3,2212,0.548316,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,1,4,2212,0.548218,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,2,0,2212,0.549385,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,2,1,2212,0.548696,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,2,2,2212,0.548132,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,2,3,2212,0.548063,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,50,2,4,2212,0.548053,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,2,0,2212,0.549821,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,2,1,2212,0.548091,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,2,2,2212,0.548845,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,2,3,2212,0.549669,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.70,100,2,4,2212,0.550042,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,1,0,2212,0.550306,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,1,1,2212,0.549765,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,1,2,2212,0.549871,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,1,3,2212,0.5497,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,1,4,2212,0.548667,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,1,0,2212,0.548742,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,1,1,2212,0.549439,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,1,2,2212,0.550136,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,1,3,2212,0.54964,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,1,4,2212,0.548717,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,2,0,2212,0.549221,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,2,1,2212,0.548693,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,2,2,2212,0.550042,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,2,3,2212,0.548031,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,50,2,4,2212,0.549031,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,2,0,2212,0.549877,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,2,1,2212,0.550127,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,2,2,2212,0.548271,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,2,3,2212,0.550197,0.548,2212
training/05-myciel5.txt,200,0.20,0.10,0.80,100,2,4,2212,0.548414,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,1,0,2212,0.548843,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,1,1,2212,0.548322,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,1,2,2212,0.54899,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,1,3,2212,0.548883,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,1,4,2212,0.549851,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,1,0,2212,0.549912,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,1,1,2212,0.549516,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,1,2,2212,0.549398,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,1,3,2212,0.550432,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,1,4,2212,0.548045,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,2,0,2212,0.549875,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,2,1,2212,0.548465,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,2,2,2212,0.548731,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,2,3,2212,0.549067,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,50,2,4,2212,0.549129,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,2,0,2212,0.549443,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,2,1,2212,0.54936,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,2,2,2212,0.550251,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,2,3,2212,0.548155,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.70,100,2,4,2212,0.548018,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,1,0,2212,0.549435,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,1,1,2212,0.549373,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,1,2,2212,0.548872,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,1,3,2212,0.548814,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,1,4,2212,0.549484,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,1,0,2212,0.548935,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,1,1,2212,0.548786,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,1,2,2212,0.549082,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,1,3,2212,0.550091,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,1,4,2212,0.549092,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,2,0,2212,0.548348,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,2,1,2212,0.549806,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,2,2,2212,0.548123,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,2,3,2212,0.549775,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,50,2,4,2212,0.549501,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,2,0,2212,0.54997,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,2,1,2212,0.54907,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,2,2,2212,0.548261,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,2,3,2212,0.548049,0.548,2212
training/05-myciel5.txt,200,0.20,0.20,0.80,100,2,4,2212,0.548902,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,1,0,2212,0.548991,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,1,1,2212,0.549865,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,1,2,2212,0.549431,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,1,3,2212,0.549587,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,1,4,2212,0.549122,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,1,0,2212,0.549984,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,1,1,2212,0.548259,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,1,2,2212,0.548866,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,1,3,2212,0.548093,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,1,4,2212,0.54861,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,2,0,2212,0.548827,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,2,1,2212,0.550122,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,2,2,2212,0.549008,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,2,3,2212,0.5487,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,50,2,4,2212,0.549598,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,2,0,2212,0.548326,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,2,1,2212,0.549907,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,2,2,2212,0.549433,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,2,3,2212,0.548684,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.70,100,2,4,2212,0.548681,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,1,0,2212,0.548881,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,1,1,2212,0.548491,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,1,2,2212,0.549927,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,1,3,2212,0.548453,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,1,4,2212,0.549837,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,1,0,2212,0.549628,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,1,1,2212,0.549821,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,1,2,2212,0.548129,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,1,3,2212,0.549961,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,1,4,2212,0.54877,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,2,0,2212,0.54838,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,2,1,2212,0.548691,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,2,2,2212,0.549367,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,2,3,2212,0.54819,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,50,2,4,2212,0.549875,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,2,0,2212,0.549692,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,2,1,2212,0.54806,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,2,2,2212,0.548213,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,2,3,2212,0.549073,0.548,2212
training/05-myciel5.txt,200,0.25,0.10,0.80,100,2,4,2212,0.54929,0.548,2212
training/05-myciel5.txt,200,0.25,0.20,0.70,50,1,0,2212,0.550123,0.548,2212
training/05-myciel5.txt,200,0.25,0.20,0.70,50,1,1,2212,0.550225,0.548,2212
training/05-myciel5.txt,200,0.25,0.20,0.70,50,1,2,2212,0.548493,0.548,2212
training/05-myciel5.txt,200,0.25,0.20,0.70,50,1,3,2212,0.549397,0.548,2212
