filename,population_size,elite_size,mutatants_size,crossover_probability,restart_generations,restart_strategy,seed,objective_value,time_elapsed,stop_time
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,1,21072,2058.86,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,2,21107,2063.86,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,3,21108,2064.95,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,4,21061,2063.94,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,5,20991,2062.04,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,6,21131,2060.07,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,7,21009,2058.16,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,8,21125,2060,2056.91
experiment/49-wap01.txt,100,0.2,0.10,0.70,50,1,9,21075,2057.41,2056.91
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,0,19250,2159.3,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,1,19225,2165.16,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,2,19319,2164.64,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,3,19293,2157.23,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,4,19294,2166.26,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,5,19329,2165.61,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,6,19330,2157.31,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,7,19294,2158.5,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,8,19299,2157.13,2156.84
experiment/50-wap02.txt,100,0.2,0.10,0.70,50,1,9,19303,2161.2,2156.84
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,0,9155,38.7203,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,1,10378,38.7643,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,2,9776,38.7552,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,3,10452,38.7011,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,4,9971,38.8518,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,5,10195,38.7601,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,6,9905,38.7578,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,7,9833,38.7222,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,8,10183,38.7564,38.6962
experiment/51-school1_nsh.txt,100,0.2,0.10,0.70,50,1,9,9908,38.8796,38.6962
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,0,9413,51.5879,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,1,9474,51.4706,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,2,8789,51.5176,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,3,9169,51.6281,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,4,9193,51.6117,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,5,8760,51.4765,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,6,8697,51.4747,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,7,9147,51.5237,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,8,9390,51.6012,51.4102
experiment/52-school1.txt,100,0.2,0.10,0.70,50,1,9,9495,51.4974,51.4102
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,0,2951,13.8189,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,1,2951,13.8274,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,2,2951,13.7968,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,3,2951,13.8015,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,4,2951,13.7842,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,5,2951,13.7981,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,6,2951,13.7771,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,7,2951,13.7769,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,8,2951,13.8195,13.7692
experiment/53-3-FullIns_4.txt,100,0.2,0.10,0.70,50,1,9,2951,13.8274,13.7692
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,0,3739,28.9091,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,1,3739,28.9035,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,2,3742,28.815,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,3,3740,28.7818,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,4,3740,28.9059,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,5,3741,28.898,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,6,3738,28.8678,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,7,3738,28.8642,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,8,3742,28.813,28.7786
experiment/54-fpsol2.i.3.txt,100,0.2,0.10,0.70,50,1,9,3739,28.8958,28.7786
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,0,2840,37.9999,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,1,2830,38.057,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,2,2872,38.0306,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,3,2719,37.9999,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,4,2867,38.1452,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,5,2807,38.0563,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,6,2863,38.1418,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,7,2777,38.1248,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,8,2812,38.1152,37.966
experiment/55-le450_5c.txt,100,0.2,0.10,0.70,50,1,9,2767,38.0784,37.966
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,0,3016,38.3259,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,1,2841,38.3672,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,2,2862,38.3591,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,3,2903,38.3391,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,4,2823,38.3401,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,5,2871,38.3659,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,6,2853,38.3518,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,7,2943,38.2668,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,8,2753,38.2546,38.2239
experiment/56-le450_5d.txt,100,0.2,0.10,0.70,50,1,9,2888,38.377,38.2239
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,0,11199,57.8704,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,1,11258,57.7429,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,2,11255,57.8092,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,3,11258,57.7778,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,4,11094,57.7993,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,5,11302,57.8251,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,6,11260,57.717,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,7,11253,57.7318,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,8,11233,57.8515,57.6022
experiment/57-le450_15c.txt,100,0.2,0.10,0.70,50,1,9,11235,57.7938,57.6022
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,0,13171,58.8119,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,1,13115,58.6296,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,2,13198,58.8643,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,3,13116,58.8255,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,4,13180,58.8977,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,5,13066,58.8248,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,6,13152,58.7325,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,7,13186,58.6839,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,8,13083,58.6697,58.614
experiment/58-le450_15d.txt,100,0.2,0.10,0.70,50,1,9,13110,58.6687,58.614
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,0,10556,33.1953,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,1,10627,33.1504,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,2,10681,33.1844,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,3,10585,33.1974,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,4,10556,33.1444,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,5,10696,33.2594,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,6,10627,33.1,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,7,10655,33.2052,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,8,10678,33.1775,33.0936
experiment/59-le450_25a.txt,100,0.2,0.10,0.70,50,1,9,10679,33.2072,33.0936
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,0,8358,32.466,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,1,8289,32.5465,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,2,8245,32.3958,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,3,8333,32.432,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,4,8341,32.4057,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,5,8363,32.5383,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,6,8336,32.4011,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,7,8369,32.4256,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,8,8290,32.5267,32.3872
experiment/60-le450_25b.txt,100,0.2,0.10,0.70,50,1,9,8370,32.3967,32.3872
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,0,12131,60.461,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,1,12110,60.3947,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,2,12163,60.2806,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,3,12010,60.4885,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,4,12087,60.3669,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,5,12112,60.4533,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,6,12150,60.4854,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,7,12088,60.4499,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,8,12028,60.2585,60.2067
experiment/61-le450_25c.txt,100,0.2,0.10,0.70,50,1,9,12147,60.4476,60.2067
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,0,13283,60.175,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,1,13248,60.2101,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,2,13208,60.2557,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,3,13305,60.0779,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,4,13231,60.1548,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,5,13215,60.243,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,6,13228,60.2604,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,7,13159,60.3326,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,8,13290,60.238,60.0646
experiment/62-le450_25d.txt,100,0.2,0.10,0.70,50,1,9,13278,60.2296,60.0646
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,0,4720,31.5297,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,1,4717,31.4992,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,2,4715,31.5137,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,3,4708,31.575,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,4,4713,31.5998,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,5,4710,31.587,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,6,4715,31.4579,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,7,4717,31.4543,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,8,4736,31.6372,31.4412
experiment/63-fpsol2.i.2.txt,100,0.2,0.10,0.70,50,1,9,4700,31.5842,31.4412
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,0,1021,10.9024,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,1,1017,10.847,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,2,1037,10.9225,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,3,999,10.8377,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,4,1026,10.8746,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,5,1017,10.9048,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,6,1019,10.8263,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,7,1021,10.8646,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,8,1026,10.8776,10.8244
experiment/64-4-Insertions_4.txt,100,0.2,0.10,0.70,50,1,9,1022,10.9303,10.8244
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,0,8373,43.2107,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,1,8372,43.0816,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,2,8382,43.1757,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,3,8370,43.263,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,4,8378,43.2384,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,5,8380,43.1337,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,6,8377,43.4299,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,7,8375,43.2365,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,8,8368,43.1192,43.0273
experiment/65-fpsol2.i.1.txt,100,0.2,0.10,0.70,50,1,9,8387,43.2436,43.0273
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,0,6904,18.4467,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,1,6898,18.4421,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,2,6961,18.4412,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,3,6882,18.3919,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,4,6923,18.4,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,5,6929,18.5642,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,6,6894,18.3783,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,7,6843,18.4668,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,8,6877,18.4593,18.3757
experiment/66-DSJR500.1.txt,100,0.2,0.10,0.70,50,1,9,6967,18.3826,18.3757
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,0,28780,219.531,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,1,28860,219.486,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,2,28762,219.338,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,3,28571,220.117,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,4,28645,219.891,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,5,28695,219.736,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,6,28949,219.869,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,7,28740,220.681,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,8,28574,219.286,219.218
experiment/67-DSJR500.1c.txt,100,0.2,0.10,0.70,50,1,9,28740,219.788,219.218
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,0,59274,163.705,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,1,58751,163.709,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,2,59322,163.832,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,3,58819,164.437,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,4,59699,164.719,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,5,59594,163.764,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,6,59248,164.727,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,7,59549,163.815,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,8,59560,164.725,163.616
experiment/68-DSJR500.5.txt,100,0.2,0.10,0.70,50,1,9,59716,164.648,163.616
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,0,133345,1674.19,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,1,132675,1676.25,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,2,132526,1674.46,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,3,131763,1674.95,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,4,133584,1671.61,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,5,133372,1663.64,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,6,132017,1663.22,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,7,133487,1661.53,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,8,131440,1676.65,1659.88
experiment/69-DSJC1000.9.txt,100,0.2,0.10,0.70,50,1,9,130737,1677.37,1659.88
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,0,135869,1666.73,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,1,136618,1665.74,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,2,136759,1664.79,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,3,135269,1666.01,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,4,136218,1659.62,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,5,134839,1662.13,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,6,133219,1664.69,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,7,136293,1662.16,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,8,136001,1662.28,1659.37
experiment/70-C1000.9.txt,100,0.2,0.10,0.70,50,1,9,135957,1661.07,1659.37
